"Origem";"Arquivo";"Codificacao";"BytesOriginais";"Status";"Destino"
"Tribo";"L_Flooded_FStreets_Script.int";"Windows-1252";"994";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Flooded_FStreets_Script.int"
"Tribo";"L_Galvani1_Audio.int";"Windows-1252";"1455";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Galvani1_Audio.int"
"Tribo";"L_Galvani1_Scripts.int";"Windows-1252";"1428";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Galvani1_Scripts.int"
"Tribo";"L_Galvani1_Strt1_Scripts.int";"Windows-1252";"309";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Galvani1_Strt1_Scripts.int"
"Tribo";"L_Galvani1_Strt2_Scripts.int";"Windows-1252";"700";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Galvani1_Strt2_Scripts.int"
"Tribo";"L_Isl_Audio_Master.int";"UTF-8";"209";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Audio_Master.int"
"Tribo";"L_Isl_Audio_Slave.int";"UTF-8";"209";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Audio_Slave.int"
"Tribo";"L_Isl_Common_Master.int";"UTF-8";"2012";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Common_Master.int"
"Tribo";"L_Isl_Common_Slave.int";"UTF-8";"2012";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Common_Slave.int"
"Tribo";"L_Isl_Geom_Master.int";"UTF-8";"324";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Geom_Master.int"
"Tribo";"L_Isl_Geom_Slave.int";"UTF-8";"324";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Geom_Slave.int"
"Tribo";"L_Isl_HighChaos_Script.int";"UTF-8";"658";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_HighChaos_Script.int"
"Tribo";"L_Isl_LowChaos_Script.int";"UTF-8";"161";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_LowChaos_Script.int"
"Tribo";"L_Isl_Script_Master.int";"UTF-8";"2875";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Script_Master.int"
"Tribo";"L_Isl_Script_Slave.int";"UTF-8";"2872";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Isl_Script_Slave.int"
"Tribo";"L_LightH_Audio_Master.int";"UTF-8";"162";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_LightH_Audio_Master.int"
"Tribo";"L_LightH_Audio_Slave.int";"UTF-8";"162";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_LightH_Audio_Slave.int"
"Tribo";"L_LightH_HighChaos_Script.int";"UTF-8";"989";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_LightH_HighChaos_Script.int"
"Tribo";"L_LightH_LowChaos_Script.int";"UTF-8";"762";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_LightH_LowChaos_Script.int"
"Tribo";"L_LightH_Script_Master.int";"Windows-1252";"669";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_LightH_Script_Master.int"
"Tribo";"L_LightH_Script_Slave.int";"Windows-1252";"669";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_LightH_Script_Slave.int"
"Tribo";"L_OutsiderDream_P.int";"UTF-8";"81";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_OutsiderDream_P.int"
"Tribo";"L_OutsiderDream_Script.int";"Windows-1252";"2546";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_OutsiderDream_Script.int"
"Tribo";"L_Ovrsr_Audio.int";"Windows-1252";"1859";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Ovrsr_Audio.int"
"Tribo";"L_Ovrsr_Back_Audio.int";"Windows-1252";"583";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Ovrsr_Back_Audio.int"
"Tribo";"L_Ovrsr_Back_Script.int";"Windows-1252";"5475";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Ovrsr_Back_Script.int"
"Tribo";"L_Ovrsr_Kennel_Audio.int";"Windows-1252";"755";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Ovrsr_Kennel_Audio.int"
"Tribo";"L_Ovrsr_Kennel_Script.int";"Windows-1252";"3963";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Ovrsr_Kennel_Script.int"
"Tribo";"L_Ovrsr_ReturnPath.int";"UTF-8";"324";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Ovrsr_ReturnPath.int"
"Tribo";"L_Ovrsr_Script.int";"Windows-1252";"10007";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Ovrsr_Script.int"
"Tribo";"L_Prison_Audio.int";"Windows-1252";"762";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Prison_Audio.int"
"Tribo";"L_Prison_P.int";"UTF-8";"81";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Prison_P.int"
"Tribo";"L_Prison_Script.int";"Windows-1252";"12010";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Prison_Script.int"
"Tribo";"L_PrsnSewer_geo.int";"UTF-8";"324";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_PrsnSewer_geo.int"
"Tribo";"L_PrsnSewer_P.int";"Windows-1252";"236";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_PrsnSewer_P.int"
"Tribo";"L_PrsnSewer_RatScene.int";"UTF-8";"162";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_PrsnSewer_RatScene.int"
"Tribo";"L_PrsnSewer_Script.int";"Windows-1252";"2044";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_PrsnSewer_Script.int"
"Tribo";"L_Pub_Assault_Env.int";"UTF-8";"115";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Assault_Env.int"
"Tribo";"L_Pub_Day_Audio.int";"Windows-1252";"2442";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Day_Audio.int"
"Tribo";"L_Pub_Day_Env.int";"UTF-8";"196";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Day_Env.int"
"Tribo";"L_Pub_Dusk_Audio.int";"Windows-1252";"2429";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Dusk_Audio.int"
"Tribo";"L_Pub_Dusk_Env.int";"UTF-8";"196";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Dusk_Env.int"
"Tribo";"L_Pub_Dusk_P.int";"Windows-1252";"141";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Dusk_P.int"
"Tribo";"L_Pub_FromBoyle_Script.int";"Windows-1252";"1323";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromBoyle_Script.int"
"Tribo";"L_Pub_FromBridge_Script.int";"Windows-1252";"790";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromBridge_Script.int"
"Tribo";"L_Pub_FromBridge_Script_Sleep.int";"Windows-1252";"779";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromBridge_Script_Sleep.int"
"Tribo";"L_Pub_FromBrothel_Script.int";"Windows-1252";"946";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromBrothel_Script.int"
"Tribo";"L_Pub_FromFlooded_Script.int";"Windows-1252";"6812";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromFlooded_Script.int"
"Tribo";"L_Pub_FromOvrsr_Script.int";"Windows-1252";"1139";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromOvrsr_Script.int"
"Tribo";"L_Pub_FromOvrsr_Script_Sleep.int";"Windows-1252";"3388";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromOvrsr_Script_Sleep.int"
"Tribo";"L_Pub_FromPrison_Script.int";"Windows-1252";"4741";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromPrison_Script.int"
"Tribo";"L_Pub_FromPrison_Script_Sleep.int";"Windows-1252";"941";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromPrison_Script_Sleep.int"
"Tribo";"L_Pub_FromTwrReturn_Script.int";"UTF-8";"714";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_FromTwrReturn_Script.int"
"Tribo";"L_Pub_Morning_Audio.int";"Windows-1252";"2061";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Morning_Audio.int"
"Tribo";"L_Pub_Morning_Env.int";"UTF-8";"196";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Morning_Env.int"
"Tribo";"L_Pub_Morning_P.int";"Windows-1252";"140";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Morning_P.int"
"Tribo";"L_Pub_Night_Audio.int";"Windows-1252";"2345";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Night_Audio.int"
"Tribo";"L_Pub_Night_Env.int";"UTF-8";"196";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Pub_Night_Env.int"
"Tribo";"L_Streets1_Audio.int";"Windows-1252";"216";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streets1_Audio.int"
"Tribo";"L_Streets1_P.int";"Windows-1252";"216";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streets1_P.int"
"Tribo";"L_Streets1_Script.int";"Windows-1252";"5743";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streets1_Script.int"
"Tribo";"L_Streets2_Audio.int";"Windows-1252";"136";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streets2_Audio.int"
"Tribo";"L_Streets2_P.int";"UTF-8";"120";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streets2_P.int"
"Tribo";"L_Streets2_Script.int";"Windows-1252";"5287";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streets2_Script.int"
"Tribo";"L_Streetsewer_Audio.int";"UTF-8";"136";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streetsewer_Audio.int"
"Tribo";"L_Streetsewer_P.int";"UTF-8";"224";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streetsewer_P.int"
"Tribo";"L_Streetsewer_Script.int";"Windows-1252";"6934";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Streetsewer_Script.int"
"Tribo";"L_Tower_Script.int";"Windows-1252";"4743";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_Tower_Script.int"
"Tribo";"L_TowerRtrn_Int_Audio.int";"Windows-1252";"3152";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_TowerRtrn_Int_Audio.int"
"Tribo";"L_TowerRtrn_Int_Script.int";"Windows-1252";"6109";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_TowerRtrn_Int_Script.int"
"Tribo";"L_TowerRtrn_Yard_Audio.int";"Windows-1252";"899";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_TowerRtrn_Yard_Audio.int"
"Tribo";"L_TowerRtrn_Yard_P.int";"UTF-8";"250";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_TowerRtrn_Yard_P.int"
"Tribo";"L_TowerRtrn_Yard_Roof_Script.int";"UTF-8";"488";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_TowerRtrn_Yard_Roof_Script.int"
"Tribo";"L_TowerRtrn_Yard_Script.int";"Windows-1252";"1678";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\L_TowerRtrn_Yard_Script.int"
"Tribo";"Lighthouse_Island_MS.int";"UTF-16 LE";"9972";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Lighthouse_Island_MS.int"
"Tribo";"Lighthouse_Objectives.int";"Windows-1252";"1968";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Lighthouse_Objectives.int"
"Tribo";"Lighthouse_Tweaks.int";"UTF-16 LE";"7362";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Lighthouse_Tweaks.int"
"Tribo";"Lighthouse_Twk.int";"UTF-16 LE";"4300";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Lighthouse_Twk.int"
"Tribo";"LocationMaps_Assets.int";"Windows-1252";"4806";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\LocationMaps_Assets.int"
"Tribo";"Money_twk.int";"Windows-1252";"37276";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Money_twk.int"
"Tribo";"Money_twk_Abs.int";"UTF-8";"147";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Money_twk_Abs.int"
"Tribo";"movable_twk.int";"Windows-1252";"29305";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\movable_twk.int"
"Tribo";"MovableLimb_Interact_twk.int";"Windows-1252";"215";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\MovableLimb_Interact_twk.int"
"Tribo";"MysteryMan_MS.int";"UTF-16 LE";"14628";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\MysteryMan_MS.int"
"Tribo";"OilRain_MS.int";"UTF-16 LE";"6012";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\OilRain_MS.int"
"Tribo";"OutsiderDream_Objectives.int";"Windows-1252";"614";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\OutsiderDream_Objectives.int"
"Tribo";"OutsiderShrine_twk.int";"Windows-1252";"241";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\OutsiderShrine_twk.int"
"Tribo";"Overseer_DesignTemp.int";"UTF-16 LE";"1944";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Overseer_DesignTemp.int"
"Tribo";"Overseer_MS.int";"UTF-16 LE";"1456";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Overseer_MS.int"
"Tribo";"Overseer_Twk.int";"UTF-16 LE";"36874";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Overseer_Twk.int"
"Tribo";"Ovrsr_AbstractInv_Assets.int";"UTF-8";"3643";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Ovrsr_AbstractInv_Assets.int"
"Tribo";"Ovrsr_AbstractInv_MS.int";"UTF-16 LE";"55448";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Ovrsr_AbstractInv_MS.int"
"Tribo";"Ovrsr_Objectives.int";"Windows-1252";"4209";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Ovrsr_Objectives.int"
"Tribo";"PASpeaker_twk.int";"UTF-8";"196";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\PASpeaker_twk.int"
"Tribo";"Pawn_FighterCiv_MTall_1.int";"UTF-16 LE";"766";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pawn_FighterCiv_MTall_1.int"
"Tribo";"Pickups_twk.int";"UTF-16 LE";"50776";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pickups_twk.int"
"Tribo";"Pickups_twk_Keys.int";"UTF-8";"2545";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pickups_twk_Keys.int"
"Tribo";"Prison_AbstractInv_Assets.int";"Windows-1252";"795";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Prison_AbstractInv_Assets.int"
"Tribo";"Prison_AbstractInv_MS.int";"UTF-16 LE";"1898";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Prison_AbstractInv_MS.int"
"Tribo";"Prison_MS.int";"UTF-16 LE";"6064";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Prison_MS.int"
"Tribo";"Prison_Objectives.int";"Windows-1252";"3341";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Prison_Objectives.int"
"Tribo";"PrsnSewer_Twk.int";"Windows-1252";"2228";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\PrsnSewer_Twk.int"
"Tribo";"Pub_Objectives.int";"Windows-1252";"11094";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pub_Objectives.int"
"Tribo";"Pwn_Aristo_F_1.int";"UTF-16 LE";"728";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_F_1.int"
"Tribo";"Pwn_Aristo_F_1_Mask1.int";"UTF-16 LE";"752";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_F_1_Mask1.int"
"Tribo";"Pwn_Aristo_F_2.int";"UTF-16 LE";"728";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_F_2.int"
"Tribo";"Pwn_Aristo_F_3.int";"UTF-16 LE";"728";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_F_3.int"
"Tribo";"Pwn_Aristo_F_4.int";"UTF-16 LE";"728";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_F_4.int"
"Tribo";"Pwn_Aristo_MTall_1.int";"UTF-16 LE";"744";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_MTall_1.int"
"Tribo";"Pwn_Aristo_MTall_1_Mask1.int";"UTF-16 LE";"784";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_MTall_1_Mask1.int"
"Tribo";"Pwn_Aristo_MTall_2.int";"UTF-16 LE";"744";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_MTall_2.int"
"Tribo";"Pwn_Aristo_MTall_3.int";"UTF-16 LE";"744";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_MTall_3.int"
"Tribo";"Pwn_Aristo_MTall_4.int";"UTF-16 LE";"744";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Aristo_MTall_4.int"
"Tribo";"Pwn_Assassin_MTall_1.int";"UTF-16 LE";"2286";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Assassin_MTall_1.int"
"Tribo";"Pwn_Assassin_MTBase.int";"UTF-16 LE";"744";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Assassin_MTBase.int"
"Tribo";"Pwn_AssassinIntro_MTall_1.int";"UTF-16 LE";"768";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_AssassinIntro_MTall_1.int"
"Tribo";"Pwn_AssassinSlack_MTall_1.int";"UTF-16 LE";"768";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_AssassinSlack_MTall_1.int"
"Tribo";"Pwn_Bridge.int";"UTF-16 LE";"782";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Bridge.int"
"Tribo";"Pwn_BrothelMadam_F.int";"UTF-16 LE";"754";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_BrothelMadam_F.int"
"Tribo";"Pwn_CityGuard_MSmall_0.int";"UTF-16 LE";"770";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_0.int"
"Tribo";"Pwn_CityGuard_MSmall_1.int";"UTF-16 LE";"770";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_1.int"
"Tribo";"Pwn_CityGuard_MSmall_1_Full1.int";"UTF-16 LE";"794";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_1_Full1.int"
"Tribo";"Pwn_CityGuard_MSmall_1_Helm1.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_1_Helm1.int"
"Tribo";"Pwn_CityGuard_MSmall_1_Mask1.int";"UTF-16 LE";"794";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_1_Mask1.int"
"Tribo";"Pwn_CityGuard_MSmall_2.int";"UTF-16 LE";"770";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_2.int"
"Tribo";"Pwn_CityGuard_MSmall_2_Helm1.int";"UTF-16 LE";"796";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_2_Helm1.int"
"Tribo";"Pwn_CityGuard_MSmall_2_Mask2.int";"UTF-16 LE";"766";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_2_Mask2.int"
"Tribo";"Pwn_CityGuard_MSmall_3.int";"UTF-16 LE";"770";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_3.int"
"Tribo";"Pwn_CityGuard_MSmall_3_Helm1.int";"UTF-16 LE";"794";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_3_Helm1.int"
"Tribo";"Pwn_CityGuard_MSmall_3_Mask1.int";"UTF-16 LE";"794";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_CityGuard_MSmall_3_Mask1.int"
"Tribo";"Pwn_Civ_Base.int";"UTF-16 LE";"3626";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Civ_Base.int"
"Tribo";"Pwn_Daud_MTall_1.int";"UTF-16 LE";"2348";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Daud_MTall_1.int"
"Tribo";"Pwn_Dead_NPCs.int";"UTF-16 LE";"15780";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_Dead_NPCs.int"
"Tribo";"Pwn_EliteGuard_Base.int";"UTF-16 LE";"740";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\Pwn_EliteGuard_Base.int"
"Tribo";"pwn_eliteguard_mtall_0.int";"UTF-16 LE";"772";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\pwn_eliteguard_mtall_0.int"
"Tribo";"pwn_eliteguard_mtall_1.int";"UTF-16 LE";"772";"OK";"C:\Users\Usuario\Documents\GitHub\dishonored-traducao-analise\Tribo_INT_UTF8\pwn_eliteguard_mtall_1.int"
